country,week,watch_time_per_user,new_algo_deployed,marketing_spend,avg_monthly_price,broadband_penetration
UnitedKingdom,2022-06-27,5.62,1,1.52,11.59,91.1
UnitedKingdom,2022-07-04,5.47,1,1.64,11.57,91.2
UnitedKingdom,2022-07-11,5.56,1,1.5,11.55,91.7
UnitedKingdom,2022-07-18,5.12,1,1.63,11.58,91.5
UnitedKingdom,2022-07-25,5.92,1,1.59,11.58,91.6
UnitedKingdom,2022-08-01,5.44,1,1.49,11.6,91.6
UnitedKingdom,2022-08-08,5.68,1,1.51,11.58,91.8
UnitedKingdom,2022-08-15,5.29,1,1.54,11.56,91.9
UnitedKingdom,2022-08-22,4.98,1,1.46,11.5,92
UnitedKingdom,2022-08-29,5.21,1,1.55,11.6,91.4
UnitedKingdom,2022-09-05,5.28,1,1.64,11.57,91.8
UnitedKingdom,2022-09-12,4.74,1,1.84,11.58,91.7
UnitedKingdom,2022-09-19,4.76,1,1.55,11.52,91.4
UnitedKingdom,2022-09-26,5.58,1,1.62,11.53,91.6
UnitedKingdom,2022-10-03,4.9,1,1.64,11.61,91.6
UnitedKingdom,2022-10-10,4.73,1,1.48,11.56,91.5
UnitedKingdom,2022-10-17,5.24,1,1.66,11.54,91.7
UnitedKingdom,2022-10-24,4.9,1,1.61,11.5,91.4
UnitedKingdom,2022-10-31,5.72,1,1.42,11.51,91.5
UnitedKingdom,2022-11-07,4.91,1,1.54,11.52,91.6
UnitedKingdom,2022-11-14,4.91,1,1.63,11.56,91.5
UnitedKingdom,2022-11-21,5.21,1,1.52,11.63,91.4
UnitedKingdom,2022-11-28,4.83,1,1.52,11.57,91.9
UnitedKingdom,2022-12-05,5.34,1,1.48,11.52,91.8
UnitedKingdom,2022-12-12,4.85,1,1.45,11.56,91.5
UnitedKingdom,2022-12-19,5.32,1,1.63,11.58,91.7
UnitedKingdom,2022-12-26,5.15,1,1.69,11.52,91.4
UnitedKingdom,2023-01-02,5.26,1,1.55,11.51,91.7
UnitedKingdom,2023-01-09,5.85,1,1.51,11.62,91.7
UnitedKingdom,2023-01-16,5.29,1,1.71,11.59,91.9
UnitedKingdom,2023-01-23,5.55,1,1.55,11.58,91.7
UnitedKingdom,2023-01-30,5.12,1,1.57,11.54,91.3
UnitedKingdom,2023-02-06,5.12,1,1.61,11.58,91.6
UnitedKingdom,2023-02-13,5.92,1,1.44,11.63,91.8
UnitedKingdom,2023-02-20,5.96,1,1.5,11.54,91.4
UnitedKingdom,2023-02-27,5.56,1,1.5,11.63,91.7
UnitedKingdom,2023-03-06,5.44,1,1.49,11.53,91.6
UnitedKingdom,2023-03-13,5.59,1,1.62,11.63,91.8
UnitedKingdom,2023-03-20,5.8,1,1.35,11.6,91.7
UnitedKingdom,2023-03-27,6.27,1,1.59,11.52,91.3
UnitedKingdom,2023-04-03,5.59,1,1.68,11.56,91.6
UnitedKingdom,2023-04-10,6.07,1,1.56,11.57,91.8
UnitedKingdom,2023-04-17,5.99,1,1.53,11.5,91.1
UnitedKingdom,2023-04-24,5.68,1,1.47,11.58,91.5
UnitedKingdom,2023-05-01,6.02,1,1.61,11.59,91.4
UnitedKingdom,2023-05-08,5.41,1,1.41,11.68,91.8
UnitedKingdom,2023-05-15,5.17,1,1.58,11.61,91.8
UnitedKingdom,2023-05-22,4.93,1,1.48,11.61,91.9
UnitedKingdom,2023-05-29,5.8,1,1.72,11.66,92
UnitedKingdom,2023-06-05,4.79,1,1.63,11.58,91.6
UnitedKingdom,2023-06-12,5.03,1,1.6,11.6,91.6
UnitedKingdom,2023-06-19,5.84,1,1.57,11.57,91.9
UnitedKingdom,2023-06-26,5.58,1,1.49,11.62,91.6
UnitedKingdom,2023-07-03,5.44,1,1.66,11.63,91.3
UnitedKingdom,2023-07-10,4.89,1,1.64,11.59,91.7
UnitedKingdom,2023-07-17,6.01,1,1.52,11.52,91.6
UnitedKingdom,2023-07-24,4.86,1,1.49,11.46,91.5
UnitedKingdom,2023-07-31,4.84,1,1.54,11.59,91.6
UnitedKingdom,2023-08-07,5.32,1,1.6,11.51,91.4
UnitedKingdom,2023-08-14,5.13,1,1.46,11.6,91.7
UnitedKingdom,2023-08-21,4.94,1,1.58,11.62,91.6
UnitedKingdom,2023-08-28,4.71,1,1.35,11.54,91.9
UnitedKingdom,2023-09-04,4.65,1,1.5,11.54,91.7
UnitedKingdom,2023-09-11,4.85,1,1.49,11.62,91.6
UnitedKingdom,2023-09-18,4.57,1,1.61,11.63,91.7
UnitedKingdom,2023-09-25,5.02,1,1.61,11.64,91.4
UnitedKingdom,2023-10-02,5.18,1,1.56,11.56,91.9
UnitedKingdom,2023-10-09,4.56,1,1.52,11.52,91.7
UnitedKingdom,2023-10-16,5.29,1,1.68,11.58,91.9
UnitedKingdom,2023-10-23,5.32,1,1.55,11.5,91.7
UnitedKingdom,2023-10-30,5.11,1,1.57,11.55,91.7
UnitedKingdom,2023-11-06,4.61,1,1.68,11.57,91.8
UnitedKingdom,2023-11-13,5.28,1,1.6,11.52,91.5
UnitedKingdom,2023-11-20,5.2,1,1.53,11.56,92
UnitedKingdom,2023-11-27,4.93,1,1.73,11.52,91.7
UnitedKingdom,2023-12-04,5.18,1,1.47,11.51,91.7
UnitedKingdom,2023-12-11,5.17,1,1.55,11.52,91.6
UnitedKingdom,2023-12-18,5.79,1,1.69,11.46,91.9
UnitedKingdom,2023-12-25,5.21,1,1.74,11.56,91.7
Ireland,2021-01-04,4.68,0,1.02,10.12,87.7
Ireland,2021-01-11,4.91,0,1.11,10.17,87.5
Ireland,2021-01-18,4.36,0,0.98,10.1,87.6
Ireland,2021-01-25,4.64,0,1.11,10.07,87.7
Ireland,2021-02-01,5.27,0,1.1,10.11,87.9
Ireland,2021-02-08,5.2,0,1.12,10.12,87.8
Ireland,2021-02-15,4.68,0,1.08,10.18,88.1
Ireland,2021-02-22,4.63,0,1.12,10.1,87.6
Ireland,2021-03-01,4.98,0,1.1,10.08,88
Ireland,2021-03-08,4.92,0,0.95,10.17,88
Ireland,2021-03-15,4.82,0,1.06,10.06,87.8
Ireland,2021-03-22,4.49,0,1.04,10.2,88
Ireland,2021-03-29,5.35,0,0.89,10.14,87.4
Ireland,2021-04-05,5.15,0,1.04,10.14,87.4
Ireland,2021-04-12,5.18,0,1.06,10.18,87.6
Ireland,2021-04-19,4.74,0,1.22,10.15,87.5
Ireland,2021-04-26,4.52,0,0.93,10.14,87.7
Ireland,2021-05-03,5.21,0,0.99,10.14,87.7
Ireland,2021-05-10,4.74,0,1.06,10.13,87.5
Ireland,2021-05-17,5.04,0,1.08,10.13,87.9
Ireland,2021-05-24,5,0,1.06,10.17,87.7
Ireland,2021-05-31,4.75,0,1.12,10.12,87.9
Ireland,2021-06-07,4.42,0,1.13,10.18,87.9
Ireland,2021-06-14,4.26,0,0.85,10.25,87.7
Ireland,2021-06-21,5.29,0,1.13,10.24,87.4
Ireland,2021-06-28,4.58,0,1.07,10.15,87.6
Ireland,2021-07-05,4.61,0,0.94,10.08,87.8
Ireland,2021-07-12,3.95,0,1.04,10.12,87.9
Ireland,2021-07-19,4.11,0,0.98,10.1,88.1
Ireland,2021-07-26,4.81,0,1.11,10.12,88
Ireland,2021-08-02,3.99,0,0.95,10.2,87.9
Ireland,2021-08-09,4.93,0,1.08,10.14,87.9
Ireland,2021-08-16,3.93,0,1.02,10.19,87.9
Ireland,2021-08-23,4.48,0,1.07,10.15,88.1
Ireland,2021-08-30,3.93,0,1.1,10.2,87.9
Ireland,2021-09-06,4.85,0,1.03,10.21,87.8
Ireland,2021-09-13,3.84,0,1.11,10.2,87.3
Ireland,2021-09-20,4.22,0,0.95,10.14,87.9
Ireland,2021-09-27,3.98,0,0.93,10.25,87.8
Ireland,2021-10-04,4.36,0,1.25,10.22,87.9
Ireland,2021-10-11,4.35,0,1.01,10.13,87.5
Ireland,2021-10-18,4.19,0,1.08,10.11,88
Ireland,2021-10-25,4.18,0,0.94,10.25,87.5
Ireland,2021-11-01,3.89,0,0.97,10.14,87.5
Ireland,2021-11-08,4.63,0,0.94,10.19,87.4
Ireland,2021-11-15,4.55,0,0.99,10.13,87.8
Ireland,2021-11-22,4.28,0,1.1,10.14,87.5
Ireland,2021-11-29,3.88,0,0.95,10.14,88.1
Ireland,2021-12-06,4.86,0,1.01,10.12,87.9
Ireland,2021-12-13,4.63,0,1.1,10.09,88.1
Ireland,2021-12-20,4.58,0,1.07,10.16,87.8
Ireland,2021-12-27,4.57,0,0.81,10.14,87.8
Ireland,2022-01-03,4.9,1,1.18,10.16,88.1
Ireland,2022-01-10,5.48,1,0.92,10.11,88
Ireland,2022-01-17,5.82,1,1.16,10.1,87.8
Ireland,2022-01-24,4.88,1,1.29,10.15,87.7
Ireland,2022-01-31,4.9,1,1.2,10.23,87.6
Ireland,2022-02-07,5.65,1,1,10.08,87.8
Ireland,2022-02-14,4.45,1,1.08,10.13,87.9
Ireland,2022-02-21,5.41,1,1.2,10.17,87.9
Ireland,2022-02-28,5.26,1,0.87,10.24,88
Ireland,2022-03-07,5.28,1,1.14,10.16,87.8
Ireland,2022-03-14,5.84,1,0.9,10.11,87.9
Ireland,2022-03-21,4.8,1,1.12,10.12,87.7
Ireland,2022-03-28,5.29,1,1.06,10.14,88
Ireland,2022-04-04,4.95,1,1.14,10.06,87.8
Ireland,2022-04-11,5.79,1,1.14,10.15,87.7
Ireland,2022-04-18,4.7,1,1.2,10.1,88
Ireland,2022-04-25,5.16,1,1.06,10.19,87.8
Ireland,2022-05-02,5.38,1,1.09,10.14,88
Ireland,2022-05-09,5.62,1,1.35,10.14,88.1
Ireland,2022-05-16,5.43,1,1.19,10.12,87.9
Ireland,2022-05-23,5.92,1,1.03,10.13,88.2
Ireland,2022-05-30,5.81,1,1.18,10.09,88.1
Ireland,2022-06-06,5.15,1,1.12,10.21,88
Ireland,2022-06-13,5.27,1,1.17,10.18,87.7
Ireland,2022-06-20,4.71,1,1.01,10.17,88
Ireland,2022-06-27,5.05,1,0.91,10.09,87.4
Ireland,2022-07-04,5.3,1,1,10.2,87.7
Ireland,2022-07-11,4.88,1,1.06,10.22,87.8
Ireland,2022-07-18,5.1,1,1,10.15,87.9
Ireland,2022-07-25,4.86,1,1.29,10.07,87.9
Ireland,2022-08-01,4.89,1,1.07,10.11,88.2
Ireland,2022-08-08,4.7,1,1.11,10.13,88.1
Ireland,2022-08-15,4.68,1,1.05,10.18,87.6
Ireland,2022-08-22,4.79,1,1.04,10.17,87.9
Ireland,2022-08-29,4.93,1,1.13,10.18,88
Ireland,2022-09-05,5.08,1,1.16,10.15,87.8
Ireland,2022-09-12,4.42,1,1.22,10.2,87.9
Ireland,2022-09-19,5.27,1,1.04,10.07,87.9
Ireland,2022-09-26,5.13,1,1.2,10.11,87.5
Ireland,2022-10-03,4.76,1,0.98,10.12,88.1
Ireland,2022-10-10,4.68,1,1.15,10.24,88.1
Ireland,2022-10-17,5.07,1,1.13,10.1,87.6
Ireland,2022-10-24,4.73,1,1.1,10.11,87.7
Ireland,2022-10-31,4.55,1,1.17,10.17,87.9
Ireland,2022-11-07,4.65,1,1.2,10.23,88
Ireland,2022-11-14,4.38,1,1.13,10.18,87.9
Ireland,2022-11-21,4.25,1,1.21,10.17,87.9
Ireland,2022-11-28,5.56,1,1.17,10.12,87.9
Ireland,2022-12-05,5.04,1,1.06,10.2,87.7
Ireland,2022-12-12,4.84,1,1.19,10.08,88.1
Ireland,2022-12-19,5.02,1,1.19,10.18,88
Ireland,2022-12-26,5.02,1,1.06,10.1,87.8
Ireland,2023-01-02,5.13,1,1.18,10.15,87.9
Ireland,2023-01-09,5.37,1,0.93,10.09,88.1
Ireland,2023-01-16,5.29,1,1.13,10.17,87.9
Ireland,2023-01-23,5.31,1,1.14,10.18,88
Ireland,2023-01-30,4.66,1,1.13,10.13,88.1
Ireland,2023-02-06,5.25,1,0.91,10.06,88.1
Ireland,2023-02-13,5.15,1,1.08,10.12,88
Ireland,2023-02-20,5.5,1,1.01,10.1,87.8
Ireland,2023-02-27,5.04,1,1,10.18,88.2
Ireland,2023-03-06,5.1,1,1.12,10.16,87.7
Ireland,2023-03-13,5.21,1,1.15,10.19,88
Ireland,2023-03-20,5.24,1,1.06,10.17,88
Ireland,2023-03-27,5.17,1,1.04,10.12,88.1
Ireland,2023-04-03,5.78,1,0.86,10.14,87.7
Ireland,2023-04-10,6.28,1,1.12,10.14,87.6
Ireland,2023-04-17,5.91,1,1.19,10.04,87.8
Ireland,2023-04-24,5.21,1,1.1,10.11,87.7
Ireland,2023-05-01,5.13,1,1.07,10.13,87.7
Ireland,2023-05-08,5.43,1,1.21,10.2,87.9
Ireland,2023-05-15,5.29,1,0.93,10.21,88
Ireland,2023-05-22,5.44,1,1.08,10.16,87.6
Ireland,2023-05-29,4.98,1,1.08,10.1,88.1
Ireland,2023-06-05,5.48,1,1.12,10.15,88.2
Ireland,2023-06-12,4.93,1,1.23,10.14,87.9
Ireland,2023-06-19,4.72,1,1.06,10.08,88.1
Ireland,2023-06-26,5.04,1,1.17,10.1,88.4
Ireland,2023-07-03,5.58,1,1.18,10.28,88.1
Ireland,2023-07-10,4.71,1,1.12,10.08,87.9
Ireland,2023-07-17,4.65,1,1.09,10.1,87.9
Ireland,2023-07-24,4.53,1,1.19,10.19,88.1
Ireland,2023-07-31,4.87,1,1.11,10.18,87.8
Ireland,2023-08-07,5.1,1,0.93,10.15,88.3
Ireland,2023-08-14,4.79,1,0.93,10.21,88
Ireland,2023-08-21,5.08,1,1.09,10.1,87.6
Ireland,2023-08-28,5.09,1,1.11,10.18,88
Ireland,2023-09-04,4.97,1,1.21,10.14,88.2
Ireland,2023-09-11,5.52,1,1.02,10.11,87.9
Ireland,2023-09-18,5.11,1,1.15,10.18,87.8
Ireland,2023-09-25,5.33,1,1.14,10.11,87.9
Ireland,2023-10-02,4.69,1,1.02,10.24,87.7
Ireland,2023-10-09,4.64,1,1.26,10.11,88
Ireland,2023-10-16,4.57,1,1.08,10.14,88
Ireland,2023-10-23,4.94,1,0.94,10.16,88
Ireland,2023-10-30,5.07,1,0.97,10.04,88.1
Ireland,2023-11-06,5.12,1,1.09,10.23,87.9
Ireland,2023-11-13,5.15,1,1.23,10.12,88.2
Ireland,2023-11-20,4.72,1,1.18,10.13,87.8
Ireland,2023-11-27,5.13,1,1.09,10.11,88
Ireland,2023-12-04,5.02,1,0.94,10.14,87.7
Ireland,2023-12-11,4.69,1,1.01,10.24,88
Ireland,2023-12-18,5.14,1,1.08,10.19,88.2
Ireland,2023-12-25,5.2,1,1.06,10.22,88.1
Germany,2021-01-04,4.64,0,1.26,10.77,88.5
Germany,2021-01-11,5.07,0,1.1,10.76,88.4
Germany,2021-01-18,4.59,0,1.06,10.78,88.4
Germany,2021-01-25,4.49,0,1.12,10.86,88.5
Germany,2021-02-01,4.63,0,1.18,10.91,88.5
Germany,2021-02-08,5.13,0,1.02,10.82,88.4
Germany,2021-02-15,4.88,0,1.31,10.82,88.4
Germany,2021-02-22,5.02,0,1.48,10.81,88.5
Germany,2021-03-01,4.65,0,1.29,10.77,88.1
Germany,2021-03-08,4.57,0,1.29,10.74,88.6
Germany,2021-03-15,4.55,0,1.15,10.79,88.5
Germany,2021-03-22,4.76,0,1.27,10.91,88.3
Germany,2021-03-29,5.16,0,1.09,10.75,88.3
Germany,2021-04-05,5.1,0,1.23,10.85,88.7
Germany,2021-04-12,4.95,0,1.19,10.81,88.6
Germany,2021-04-19,4.97,0,1.03,10.76,88.5
Germany,2021-04-26,4.17,0,1.26,10.94,88.3
Germany,2021-05-03,4.61,0,1.07,10.88,88.4
Germany,2021-05-10,4.74,0,1.11,10.9,88.6
Germany,2021-05-17,5.15,0,1.24,10.85,88.7
Germany,2021-05-24,4.57,0,1.25,10.7,88.2
Germany,2021-05-31,4.2,0,1.06,10.82,88.2
Germany,2021-06-07,4.38,0,1.21,10.89,88.1
Germany,2021-06-14,4.88,0,1.14,10.82,88.5
Germany,2021-06-21,4.09,0,1.08,10.8,88.4
Germany,2021-06-28,4.91,0,0.87,10.84,88.5
Germany,2021-07-05,4.62,0,1.14,10.85,88.5
Germany,2021-07-12,4.61,0,1.06,10.74,88.5
Germany,2021-07-19,4.8,0,1.15,10.85,88.7
Germany,2021-07-26,5.14,0,1.17,10.84,88.7
Germany,2021-08-02,4.41,0,1.23,10.78,88.4
Germany,2021-08-09,4.52,0,1.17,10.84,88.5
Germany,2021-08-16,3.99,0,1.09,10.75,88.5
Germany,2021-08-23,4.22,0,1.18,10.78,88.5
Germany,2021-08-30,4.58,0,1.11,10.86,88.4
Germany,2021-09-06,3.77,0,1.13,10.89,88.2
Germany,2021-09-13,4.01,0,1.16,10.79,88.6
Germany,2021-09-20,4.79,0,1.18,10.77,88.5
Germany,2021-09-27,4.49,0,1.28,10.78,88.4
Germany,2021-10-04,4.41,0,1.06,10.88,88.8
Germany,2021-10-11,4.16,0,1.28,10.85,88.3
Germany,2021-10-18,4.74,0,1.33,10.8,88.5
Germany,2021-10-25,4.06,0,1.08,10.83,88.5
Germany,2021-11-01,3.72,0,1.1,10.92,88.4
Germany,2021-11-08,4.65,0,1.06,10.83,88.6
Germany,2021-11-15,3.84,0,1.22,10.88,88.8
Germany,2021-11-22,3.93,0,1.01,10.88,88.2
Germany,2021-11-29,4.37,0,1.26,10.87,88.9
Germany,2021-12-06,4.24,0,1.08,10.83,88.7
Germany,2021-12-13,4.32,0,1.06,10.77,88.1
Germany,2021-12-20,4.48,0,1.21,10.76,88.5
Germany,2021-12-27,4.97,0,1.1,10.79,88.4
Germany,2022-01-03,4.58,0,1.18,10.86,88.8
Germany,2022-01-10,3.9,0,1.32,10.79,88.3
Germany,2022-01-17,5.19,0,1.17,10.81,88.3
Germany,2022-01-24,5.03,0,1.32,10.76,88.3
Germany,2022-01-31,4.77,0,1.18,10.78,88.8
Germany,2022-02-07,4,0,1.28,10.83,88.5
Germany,2022-02-14,5.15,0,1.23,10.89,87.9
Germany,2022-02-21,4.6,0,1.19,10.86,88.5
Germany,2022-02-28,5.37,0,1.03,10.79,88.2
Germany,2022-03-07,5.13,0,1.05,10.88,88.6
Germany,2022-03-14,5.05,0,0.85,10.87,89
Germany,2022-03-21,4.91,0,1.17,10.86,88.4
Germany,2022-03-28,5.37,0,1.12,10.81,88.5
Germany,2022-04-04,4.96,1,1.31,10.79,88.5
Germany,2022-04-11,5.19,1,1.26,10.78,88.6
Germany,2022-04-18,5.4,1,1.33,10.81,88.4
Germany,2022-04-25,5.5,1,1.28,10.8,88.5
Germany,2022-05-02,5.47,1,1.18,10.83,88.4
Germany,2022-05-09,5.5,1,1.45,10.82,88.6
Germany,2022-05-16,5.38,1,1.14,10.83,88.7
Germany,2022-05-23,4.91,1,1.3,10.83,88.4
Germany,2022-05-30,4.85,1,1.16,10.83,88.5
Germany,2022-06-06,5.11,1,1.27,10.77,88.8
Germany,2022-06-13,5.42,1,1.26,10.81,88.3
Germany,2022-06-20,5.15,1,1.22,10.81,88.2
Germany,2022-06-27,5.18,1,1.38,10.84,87.9
Germany,2022-07-04,4.81,1,1.19,10.78,88.8
Germany,2022-07-11,5.22,1,1.27,10.81,88.5
Germany,2022-07-18,4.72,1,1.2,10.96,88.8
Germany,2022-07-25,4.35,1,1.22,10.91,88.4
Germany,2022-08-01,5.33,1,1.26,10.86,88.8
Germany,2022-08-08,4.87,1,1.25,10.82,88.7
Germany,2022-08-15,4.47,1,1.57,10.82,88.3
Germany,2022-08-22,4.99,1,1.17,10.73,88.4
Germany,2022-08-29,4.79,1,1.38,10.81,88.6
Germany,2022-09-05,4.8,1,1.3,10.88,88.7
Germany,2022-09-12,4.61,1,1.21,10.92,88.6
Germany,2022-09-19,4.8,1,1.29,10.74,88.6
Germany,2022-09-26,4.71,1,1.25,10.84,88.6
Germany,2022-10-03,4.66,1,1.2,10.78,88.7
Germany,2022-10-10,4.16,1,1.32,10.71,88.3
Germany,2022-10-17,4.84,1,1.39,10.81,88.6
Germany,2022-10-24,4.72,1,1.14,10.8,88.5
Germany,2022-10-31,4.98,1,1.07,10.82,88.8
Germany,2022-11-07,4.84,1,1.19,10.74,88.6
Germany,2022-11-14,4.51,1,1.41,10.89,88.4
Germany,2022-11-21,4.49,1,1.24,10.81,88.9
Germany,2022-11-28,4.99,1,1.32,10.82,88.3
Germany,2022-12-05,4.77,1,1.37,10.79,88.4
Germany,2022-12-12,4.57,1,1.44,10.89,88.4
Germany,2022-12-19,4.97,1,1.37,10.81,89.1
Germany,2022-12-26,4.83,1,1.27,10.84,88.6
Germany,2023-01-02,4.93,1,1.23,10.8,88.4
Germany,2023-01-09,5.15,1,1.05,10.76,88.6
Germany,2023-01-16,5.12,1,1.23,10.82,88.5
Germany,2023-01-23,4.23,1,1.32,10.85,88.5
Germany,2023-01-30,5.58,1,1.16,10.91,88.5
Germany,2023-02-06,5.68,1,1.38,10.87,88.4
Germany,2023-02-13,5.69,1,1.33,10.81,88.5
Germany,2023-02-20,4.77,1,1.21,10.8,88.4
Germany,2023-02-27,5.23,1,1.27,10.82,88.8
Germany,2023-03-06,5.75,1,1.3,10.78,88.6
Germany,2023-03-13,5.38,1,1.23,10.78,88.4
Germany,2023-03-20,5.65,1,1.32,10.9,88.8
Germany,2023-03-27,4.99,1,1.21,10.79,88.5
Germany,2023-04-03,5.46,1,1.28,10.74,88.9
Germany,2023-04-10,5.52,1,1.44,10.79,88.6
Germany,2023-04-17,5.74,1,1.18,10.86,88.5
Germany,2023-04-24,5.71,1,1.19,10.79,88.3
Germany,2023-05-01,5.4,1,1.38,10.76,88.9
Germany,2023-05-08,5.15,1,1.28,10.8,88.3
Germany,2023-05-15,4.94,1,1.36,10.88,88.6
Germany,2023-05-22,5.23,1,1.27,10.88,88.6
Germany,2023-05-29,5.54,1,1.22,10.8,88.3
Germany,2023-06-05,4.99,1,1.35,10.74,88.5
Germany,2023-06-12,5.06,1,1.26,10.68,88.6
Germany,2023-06-19,5.09,1,1.07,10.83,88.3
Germany,2023-06-26,5.22,1,1.41,10.81,88.5
Germany,2023-07-03,4.61,1,1.06,10.85,88.7
Germany,2023-07-10,5.19,1,1.23,10.78,88.5
Germany,2023-07-17,4.92,1,1.11,10.89,88.6
Germany,2023-07-24,5.02,1,1.29,10.8,88.5
Germany,2023-07-31,4.9,1,1.25,10.82,88.5
Germany,2023-08-07,4.4,1,1.35,10.89,88.7
Germany,2023-08-14,4.65,1,1.05,10.92,88.5
Germany,2023-08-21,4.85,1,1.33,10.71,88.9
