user_id,log_in_day,prior_minutes,new_algo,minutes,churn_prob,churn
88,1,192.2848657,0,276.0045577,0.1,0
89,3,327.5930355,1,374.1599822,0.08,0
90,3,180.766063,1,225.1160494,0.08,0
91,2,246.2973604,0,273.8862526,0.1,0
92,3,267.8502803,1,276.4652105,0.08,0
93,1,511.7561372,1,489.4502185,0.08,0
94,2,326.1949215,1,313.3863143,0.08,0
95,2,250.4650486,0,218.9000505,0.1,0
96,3,445.8098602,0,430.0519887,0.1,0
97,2,532.223722,0,554.7300905,0.1,0
98,1,829.7638722,1,872.5081955,0.08,0
99,3,102.250718,1,142.7006431,0.08,0
100,3,98.37509596,0,114.3337639,0.1,0
101,3,136.9588503,1,66.26727444,0.08,0
102,2,170.5270555,1,172.7232686,0.08,0
103,2,796.8263874,0,791.0708199,0.1,0
104,3,-201.9085789,0,-168.3185336,0.1,0
105,1,217.639131,0,243.9643964,0.1,0
106,1,348.1332063,0,305.4398839,0.1,0
107,3,252.0731674,1,209.8770545,0.08,0
108,2,370.4109979,1,373.9257562,0.08,0
109,2,602.962297,0,668.0783178,0.1,0
110,2,656.1585389,0,660.7851868,0.1,0
111,2,191.691786,0,173.6428914,0.1,0
112,2,445.0192919,0,562.5970808,0.1,0
113,2,62.39919794,1,28.51270541,0.08,0
114,3,478.3041162,0,490.2527832,0.1,0
115,2,225.1425668,0,221.8382054,0.1,0
116,1,588.9688038,1,570.687572,0.08,0
117,2,201.0072273,0,173.9184998,0.1,0
118,2,403.3785764,1,483.0249533,0.08,0
119,2,398.5150839,0,420.1165815,0.1,0
120,3,85.44627227,1,157.0381441,0.08,0
121,2,475.9225411,0,478.6568686,0.1,0
122,3,955.1816598,1,1075.444572,0.08,0
123,2,404.0714601,0,386.9861748,0.1,0
124,3,216.7561193,1,244.6833012,0.08,0
125,1,396.9626345,1,449.9446373,0.08,0
126,3,227.8997057,1,204.5684036,0.08,0
127,3,333.7613476,1,312.5886998,0.08,0
128,3,125.6495837,0,211.5763282,0.1,0
129,1,804.3275487,1,890.9657897,0.08,0
130,3,420.4768707,0,512.7804505,0.1,0
131,3,484.6825278,0,527.1480347,0.1,1
132,2,676.7315202,0,678.9571786,0.1,0
133,2,182.1307666,1,205.287488,0.08,0
134,2,212.6155382,0,195.397181,0.1,0
135,3,365.705612,1,366.2712135,0.08,0
136,3,204.0211943,0,229.6441436,0.1,0
137,3,402.2321145,0,368.5022547,0.1,0
138,2,386.0478383,1,410.7188807,0.08,0
139,1,641.1880169,0,755.7975783,0.1,1
140,2,78.58568391,0,18.31310864,0.1,0
141,1,640.5504671,0,664.9014639,0.1,0
142,3,-69.10647723,1,-63.07367762,0.08,0
143,3,296.3335272,0,354.2409691,0.1,0
144,2,494.0999748,0,465.2499722,0.1,1
145,1,341.0286853,1,306.4547743,0.08,0
146,3,600.13998,1,586.6866925,0.08,0
147,1,543.6254883,1,602.0341671,0.08,1
148,3,-21.95171994,1,74.76859123,0.08,0
149,2,712.3882363,1,714.8570747,0.08,1
150,2,462.1182977,0,439.7615601,0.1,0
151,1,444.7668596,0,438.0241699,0.1,0
152,3,444.9999417,0,435.4756232,0.1,0
153,2,149.9569145,0,84.17791793,0.1,0
154,1,500.3341248,0,517.7892127,0.1,0
155,3,356.6264943,0,343.5649763,0.1,0
156,3,-284.2592031,1,-349.8759971,0.08,0
157,3,217.9822428,0,270.6103216,0.1,0
158,1,361.8761007,0,366.1809763,0.1,0
159,2,471.1054535,0,456.144632,0.1,0
160,2,622.638671,0,697.4681808,0.1,1
161,1,529.5312234,0,547.9865297,0.1,0
162,2,239.5666998,0,175.3672188,0.1,1
163,3,284.64231,1,343.2269366,0.08,0
164,3,97.95435333,1,136.3232389,0.08,0
165,1,298.2994487,0,349.0284776,0.1,0
166,2,-100.6813018,0,-207.1730443,0.1,0
167,1,447.8065783,1,427.6261396,0.08,0
168,2,517.5590128,1,492.9605939,0.08,0
169,3,354.2891169,1,380.5425906,0.08,0
170,3,90.28370232,1,116.3370646,0.08,0
171,1,406.3105245,0,365.5554237,0.1,0
172,3,526.13845,0,515.6480664,0.1,0
173,2,547.8673932,0,566.8375547,0.1,0
174,1,607.8995965,0,609.5408562,0.1,1
175,1,435.7671754,0,462.3619584,0.1,1
176,2,389.4596894,0,429.3438271,0.1,0
177,3,77.15038978,1,88.53614614,0.08,0
178,1,507.7839992,1,524.3476902,0.08,0
179,2,480.9150688,1,483.7559836,0.08,1
180,2,410.9622388,0,384.5516511,0.1,0
181,1,542.9300423,1,603.7687232,0.08,0
182,2,-80.9297693,0,-82.26856275,0.1,0
183,1,557.2914009,0,546.9183913,0.1,0
184,1,434.5461643,0,415.1398377,0.1,0
185,2,147.6957733,1,261.0640928,0.08,0
186,1,439.712828,0,355.6240977,0.1,0
187,3,337.9901104,0,323.7542102,0.1,0
188,1,308.9127966,0,269.8581503,0.1,0
189,1,504.2648407,1,557.7059809,0.08,0
190,2,164.2331654,0,159.3401215,0.1,0
191,1,283.6649406,0,230.5684522,0.1,0
192,2,762.8292199,1,816.0589968,0.08,0
193,1,654.8110954,1,646.8542945,0.08,0
194,1,184.1350049,0,185.1646258,0.1,1
195,1,452.4702185,1,550.3042446,0.08,0
196,3,326.2312553,0,287.4632061,0.1,0
197,3,238.5067086,1,210.7853158,0.08,0
198,2,619.0417884,0,608.2890033,0.1,0
199,1,951.7583112,1,1052.954755,0.08,0
200,2,284.1968788,1,310.1719538,0.08,0
201,3,468.9466227,1,401.725685,0.08,0
202,2,623.658319,0,566.6026248,0.1,0
203,3,381.2304152,1,492.0793101,0.08,0
204,2,494.0697991,0,436.0838576,0.1,1
205,3,545.2360914,0,461.6525677,0.1,1
206,1,524.1867491,1,481.3432015,0.08,0
207,1,104.3471341,0,75.76763478,0.1,0
208,1,589.4497151,1,609.5007828,0.08,0
209,1,242.4468548,1,250.0027522,0.08,0
210,3,177.5656507,0,175.4565915,0.1,0
211,2,352.0963453,1,405.4033156,0.08,0
212,1,75.57757991,1,68.33100241,0.08,0
213,2,363.2809922,0,374.8448406,0.1,1
214,1,677.4213954,1,747.9373287,0.08,0
215,3,175.4385423,0,140.6776733,0.1,0
216,3,2.701714328,0,-12.6815715,0.1,0
217,1,439.6136464,0,489.5437409,0.1,0
218,2,285.3069393,1,212.3131569,0.08,0
219,3,362.1747244,0,374.0177937,0.1,0
220,1,375.6878591,0,415.2676953,0.1,0
221,3,159.7473315,0,208.7978726,0.1,0
222,2,471.5381921,0,470.110185,0.1,0
223,1,599.1690116,1,599.2687087,0.08,0
224,1,729.0010014,1,762.3737433,0.08,0
225,1,713.078399,1,730.6441483,0.08,0
226,1,368.885325,0,354.394827,0.1,0
227,1,681.1191804,0,771.803656,0.1,0
228,3,35.05230588,0,19.51259464,0.1,0
229,2,432.0086815,0,361.6611376,0.1,0
230,2,2.547605419,1,-70.05574587,0.08,0
231,2,480.9408647,1,444.7193986,0.08,0
232,3,85.31426524,1,14.03052531,0.08,0
233,1,485.2370466,1,487.7395227,0.08,0
234,2,454.8066115,0,439.7981036,0.1,0
235,2,100.0259882,0,163.5868688,0.1,0
236,1,679.5610441,0,675.0160997,0.1,0
237,2,619.2974765,0,628.5525723,0.1,0
238,1,555.4722553,1,593.8331918,0.08,0
239,1,252.9649018,1,327.8988415,0.08,0
240,2,103.064633,1,144.6596176,0.08,0
241,3,-0.705296637,0,58.2044286,0.1,0
242,1,410.7354993,1,388.8345412,0.08,0
243,3,278.6516835,0,409.9919851,0.1,0
244,1,570.624753,1,616.2513108,0.08,0
245,2,559.1421983,0,583.2663518,0.1,0
246,1,396.3036246,1,413.8934192,0.08,0
247,2,620.2182936,1,641.9567121,0.08,0
248,2,326.0463828,1,301.5559672,0.08,0
249,2,99.8486424,0,158.4017096,0.1,0
250,3,442.6979576,1,402.6136536,0.08,0
251,1,611.3958762,1,556.9998256,0.08,0
252,1,523.590233,0,575.9193316,0.1,0
253,1,598.2398196,1,702.971667,0.08,0
254,1,786.0206628,1,840.3564573,0.08,0
255,3,233.9777547,0,319.5246167,0.1,0
256,1,702.0002824,0,707.5372792,0.1,0
257,2,289.8285357,1,309.2778501,0.08,0
258,1,776.9633022,0,743.996501,0.1,0
259,2,366.8805008,1,353.9631942,0.08,0
260,2,353.4391313,0,305.7616719,0.1,0
261,1,624.0476801,1,782.1024388,0.08,0
262,1,621.4569047,1,680.5094806,0.08,0
263,1,788.2129833,0,770.7733727,0.1,0
264,1,593.9965834,0,587.7306319,0.1,0
265,3,501.5653,0,535.9475893,0.1,0
266,1,636.8023603,0,665.4079,0.1,0
267,1,404.005137,0,444.4522853,0.1,1
268,1,753.4577077,1,688.6443324,0.08,0
269,2,206.3542979,1,159.4408341,0.08,0
270,2,604.2729547,0,652.7106412,0.1,0
271,3,120.9666008,1,77.07399268,0.08,0
272,2,595.7877271,0,513.7990946,0.1,0
273,3,277.6007498,1,352.3407446,0.08,0
274,1,507.0190542,0,544.8153629,0.1,0
275,1,886.2877255,1,905.3637326,0.08,0
276,1,347.9565715,1,350.3396701,0.08,0
277,1,709.4901187,0,621.8563841,0.1,0
278,1,364.1685642,1,395.4316435,0.08,0
279,3,304.986865,0,314.1312618,0.1,1
280,1,475.3272562,1,489.2660845,0.08,0
281,1,888.280452,0,894.7335864,0.1,0
282,3,554.4389257,1,575.2718711,0.08,0
283,3,315.0753802,1,410.7982664,0.08,0
284,2,426.8548457,0,385.1687792,0.1,0
285,1,516.3429768,0,482.2408264,0.1,0
286,1,224.3369324,0,188.0973554,0.1,0
287,1,163.1858236,1,160.3708447,0.08,0
288,2,362.5707344,0,342.6617458,0.1,0
289,1,458.9443929,1,559.9652416,0.08,1
290,2,254.7029186,1,194.0410728,0.08,0
291,1,321.5365112,0,298.5890529,0.1,1
292,1,489.4677938,1,385.462543,0.08,0
293,3,656.7564001,0,709.8690458,0.1,1
294,3,229.798586,1,251.8450837,0.08,0
295,2,625.467002,0,595.9040381,0.1,1
296,2,350.7221776,1,387.6652332,0.08,0
297,1,561.9034824,0,529.0835147,0.1,0
298,3,734.7756734,0,740.3589552,0.1,0
299,1,558.988333,1,529.4660121,0.08,0
300,1,370.3202764,1,452.5692084,0.08,0
301,2,58.69407558,0,41.79886459,0.1,0
302,1,397.3823615,1,408.9917403,0.08,0
303,2,599.5734543,1,651.0558692,0.08,0
304,2,306.918781,1,261.9647962,0.08,0
305,2,563.071309,0,508.3039688,0.1,0
306,2,351.919269,1,469.8075627,0.08,0
307,3,19.50973528,0,62.31891783,0.1,0
308,3,-79.21929015,1,-123.7642677,0.08,0
309,3,97.95289399,1,96.72771802,0.08,0
310,3,301.4830707,1,355.720785,0.08,0
311,1,400.6468626,0,373.7104224,0.1,0
312,3,142.547253,0,149.0364114,0.1,1
313,3,317.9281254,1,330.3324793,0.08,0
314,3,81.43911119,1,124.9708786,0.08,1
315,2,593.7085558,0,689.1049137,0.1,0
316,3,180.4250953,0,178.5769467,0.1,0
317,3,265.17033,1,390.1652928,0.08,0
318,3,119.2757415,1,14.43208007,0.08,0
319,1,609.5116022,1,635.9422524,0.08,0
320,1,574.9583698,1,565.1740863,0.08,0
321,3,211.0127272,0,69.63893509,0.1,0
322,2,6.13040314,0,9.211827347,0.1,0
323,3,331.9917315,0,356.8564251,0.1,0
324,2,485.1656168,0,500.706943,0.1,0
325,1,598.1912051,1,667.2664579,0.08,1
326,2,609.8960453,1,645.286992,0.08,0
327,2,236.0405134,0,210.8738792,0.1,0
328,2,252.3237059,0,276.0105992,0.1,0
329,1,244.1698633,1,201.0809866,0.08,0
330,1,671.509535,1,661.9877456,0.08,0
331,1,408.0837814,1,375.7984452,0.08,0
332,3,140.4514421,0,137.1010693,0.1,0
333,3,290.7691532,1,336.8709585,0.08,0
334,1,461.8048503,1,355.3216042,0.08,0
335,1,372.9328254,1,361.5241722,0.08,0
336,3,693.2889802,1,688.4495688,0.08,0
337,1,351.8983588,0,226.5655113,0.1,0
338,3,528.2800095,0,564.1794631,0.1,0
339,2,520.0061078,0,543.1043633,0.1,0
340,1,863.2728516,1,923.1132432,0.08,1
341,1,521.9744558,0,542.0952404,0.1,0
342,3,301.8056133,1,327.7474585,0.08,0
343,2,276.7623286,0,255.5217289,0.1,0
344,3,59.63859994,1,161.930114,0.08,0
345,2,339.671391,1,310.5272731,0.08,0
346,1,381.3742478,0,356.7841577,0.1,0
347,2,296.8013417,1,376.02207,0.08,1
348,3,374.5671565,1,445.265934,0.08,0
349,2,310.5660001,0,327.3218611,0.1,0
350,3,-382.7576011,1,-356.2715863,0.08,0
351,3,258.2004244,0,192.3289115,0.1,0
352,1,537.6475238,1,588.0225236,0.08,0
353,2,385.8656555,0,395.5985005,0.1,0
354,1,540.2022301,0,522.4627366,0.1,0
355,2,309.9309858,0,290.1870235,0.1,1
356,2,590.4744371,0,630.4416408,0.1,0
357,2,332.2120529,1,305.3698031,0.08,0
358,2,308.2513065,0,320.2199019,0.1,0
359,1,684.9485031,1,645.1046406,0.08,1
360,2,638.5573116,0,523.4531049,0.1,0
361,1,416.218435,1,455.8357661,0.08,0
362,2,374.6722238,1,422.8624792,0.08,0
363,1,357.967729,0,350.5148367,0.1,0
364,3,325.9735448,1,384.1890352,0.08,0
365,2,748.6984147,0,765.8095779,0.1,0
366,1,675.2474203,1,705.6421568,0.08,0
367,3,429.1281533,1,428.6061262,0.08,0
368,2,493.324611,1,482.567283,0.08,0
369,3,257.6785107,0,302.2760941,0.1,0
370,2,66.8044237,0,-8.283276617,0.1,0
371,3,449.8060871,0,422.0350779,0.1,0
372,3,328.9770522,1,262.7705958,0.08,0
373,1,396.2433658,1,411.7186337,0.08,0
374,2,662.2563215,0,697.7002444,0.1,0
375,3,469.1227159,1,508.6142274,0.08,0
376,1,741.9921023,1,729.5227365,0.08,0
377,1,649.4856043,1,691.5734768,0.08,0
378,3,147.573489,1,198.0675528,0.08,0
379,2,349.0091098,1,354.2760785,0.08,0
380,3,-82.08912431,0,-41.05585735,0.1,0
381,2,359.7583707,0,342.7096531,0.1,0
382,2,44.40884325,0,3.816050985,0.1,0
383,2,422.4458763,1,459.0540035,0.08,0
384,1,530.8708846,0,467.0034542,0.1,0
385,2,276.3425517,0,243.1910083,0.1,0
386,1,495.3506968,1,452.5358498,0.08,0
387,1,176.3926594,0,12.3934963,0.1,0
388,1,575.8362304,1,606.429623,0.08,0
389,2,780.4500961,1,739.638032,0.08,0
390,2,520.3748534,0,483.9874208,0.1,1
391,3,646.4699401,0,643.070274,0.1,0
392,3,270.6260893,1,313.7338439,0.08,0
393,1,445.4263517,1,506.4909692,0.08,0
394,2,629.4979224,0,636.4876032,0.1,0
395,2,501.079934,0,486.5825735,0.1,0
396,3,460.207495,0,440.5921779,0.1,0
397,3,272.9477417,1,285.0709213,0.08,0
398,3,290.4739349,0,259.6238114,0.1,1
399,3,350.0205361,0,361.2381864,0.1,0
400,2,408.710873,1,417.5161374,0.08,0
401,1,658.2891298,1,746.8523321,0.08,0
402,1,426.4103635,0,379.6499488,0.1,1
403,3,115.9629126,0,30.17997676,0.1,0
404,1,795.9171074,1,932.329853,0.08,1
405,2,252.428759,0,189.8701099,0.1,0
406,2,457.6688546,0,464.9265902,0.1,0
407,3,-72.16197,0,-100.5859785,0.1,1
408,2,271.2596153,1,365.7272247,0.08,0
409,1,984.2760229,0,1044.576059,0.1,0
410,3,318.2944833,1,292.4931664,0.08,0
411,1,663.2882225,1,624.3354213,0.08,0
412,1,608.6286365,0,542.553629,0.1,0
413,3,16.05856384,1,82.0221842,0.08,0
414,2,571.8720931,0,484.1893686,0.1,0
415,1,295.6615868,0,353.2128235,0.1,1
416,1,642.5780784,1,650.9338165,0.08,1
417,2,158.87715,1,140.068922,0.08,0
418,2,393.6881592,1,420.2508986,0.08,0
419,2,506.053005,1,439.8069145,0.08,0
420,2,334.7830337,1,309.9990174,0.08,0
421,1,471.0549302,1,495.9633329,0.08,0
422,3,414.5906107,1,415.479982,0.08,0
423,3,444.0447652,1,481.4235474,0.08,0
424,2,703.577625,0,756.2912006,0.1,0
425,3,864.9437529,1,950.3131469,0.08,1
426,3,277.452314,1,280.7791325,0.08,0
427,3,565.892236,1,626.7864368,0.08,0
428,2,538.5318229,0,545.5761678,0.1,0
429,3,313.988772,0,342.0485272,0.1,0
430,3,289.4324312,1,323.4364998,0.08,0
431,2,200.679682,1,186.2859581,0.08,0
432,2,598.2067884,0,650.062405,0.1,1
433,3,507.4082711,0,447.6272916,0.1,0
434,2,299.6092824,0,267.7891632,0.1,0
435,3,59.7497556,1,84.32237912,0.08,1
436,2,406.0576705,0,466.683587,0.1,0
437,2,623.4126759,1,649.0725348,0.08,0
438,1,848.1357019,0,832.9399065,0.1,0
439,2,288.6936918,1,233.2271636,0.08,0
440,3,275.9636339,1,317.7965874,0.08,0
441,1,842.6465159,1,890.141233,0.08,0
442,1,419.4077507,0,384.6851781,0.1,0
443,3,97.94439268,0,5.248232012,0.1,0
444,2,469.7595366,0,435.2478302,0.1,0
445,1,975.5455634,1,895.3769197,0.08,0
446,1,349.567338,0,410.1609142,0.1,0
447,3,205.3828698,1,135.9242784,0.08,0
448,3,279.2224978,0,256.1844436,0.1,0
449,3,311.8155992,1,399.5554456,0.08,0
450,1,422.2300282,1,495.0929236,0.08,0
451,2,495.672021,0,479.8745747,0.1,0
452,2,268.7820379,1,266.2268173,0.08,0
453,3,273.0697056,0,301.2737225,0.1,0
454,3,435.1915391,1,547.8991999,0.08,0
455,3,326.3820074,0,365.5210836,0.1,0
456,3,437.9617512,1,452.7047656,0.08,0
457,2,121.8711812,1,77.12787403,0.08,0
458,1,333.9533432,0,377.702901,0.1,0
459,3,269.0396138,0,333.8540193,0.1,0
460,2,85.10746678,0,80.9592115,0.1,0
461,1,538.1098243,0,484.868609,0.1,0
462,3,484.3057331,0,417.7537522,0.1,0
463,3,273.7480956,1,193.4632454,0.08,0
464,3,-28.07931538,1,-57.15310729,0.08,0
465,2,350.4165397,0,316.1210362,0.1,1
466,1,239.9816785,0,216.7546464,0.1,0
467,2,346.9328486,0,303.2278805,0.1,1
468,3,19.8415941,0,-25.58252917,0.1,0
469,1,91.45938302,0,44.50864138,0.1,0
470,2,570.3557377,0,627.1318942,0.1,0
471,1,551.9462301,1,591.1394339,0.08,0
472,2,167.1584578,0,101.2836616,0.1,0
473,2,117.5881264,0,166.6281006,0.1,0
474,3,54.33936031,0,62.03605018,0.1,0
475,2,292.6271524,1,330.4019451,0.08,0
476,2,640.2810631,0,649.4867981,0.1,0
477,2,475.9083494,1,533.6507867,0.08,0
478,2,208.5195285,1,208.8245999,0.08,1
479,2,595.5582833,1,608.2808155,0.08,0
480,3,21.74299244,1,79.4156653,0.08,0
481,1,835.4812106,0,911.7083249,0.1,0
482,1,449.9035963,1,470.4656851,0.08,0
483,3,586.4767651,0,578.1595387,0.1,0
484,3,96.64327524,0,128.533511,0.1,0
485,3,293.9139436,0,358.973347,0.1,0
486,3,197.9208725,0,260.4725151,0.1,0
487,2,468.1743912,0,465.4106151,0.1,0
488,1,305.9330669,1,249.5782034,0.08,0
489,1,255.0415266,0,402.332254,0.1,0
490,3,110.0599772,1,155.2288945,0.08,0
491,2,753.177631,1,791.9844357,0.08,0
492,2,448.0321823,0,488.7748316,0.1,0
493,3,505.715342,0,540.3570485,0.1,0
494,1,347.5477024,1,450.1356552,0.08,1
495,3,277.7279227,0,227.501968,0.1,0
496,3,281.5834855,0,261.2390131,0.1,1
497,1,444.8652311,0,392.2888271,0.1,0
498,1,472.2622816,1,373.2669099,0.08,0
499,3,359.1692765,0,344.7825259,0.1,0
500,3,141.5179964,1,133.8488417,0.08,0
501,2,554.0567928,0,627.5627799,0.1,0
502,2,759.0406422,0,825.5896782,0.1,0
503,3,287.9101822,1,305.2664125,0.08,0
504,2,503.9774874,1,515.3926717,0.08,0
505,3,342.0946662,0,429.271685,0.1,0
506,3,292.6320672,0,332.9694324,0.1,0
507,2,489.5812116,0,561.8855851,0.1,0
508,3,288.5311545,0,291.543731,0.1,0
509,3,126.1130778,1,129.7128987,0.08,0
510,1,482.2179696,1,494.5299861,0.08,0
511,3,543.3934898,0,581.7961929,0.1,0
512,1,613.9866414,0,703.8768783,0.1,0
513,2,479.0759782,0,488.386052,0.1,0
514,1,477.2313094,0,418.1856243,0.1,0
515,3,410.5811812,1,508.399377,0.08,0
516,3,-105.9120132,0,-117.8241758,0.1,0
517,2,386.2610605,0,355.2083029,0.1,0
518,2,100.4656318,0,22.67073043,0.1,0
519,1,418.9088611,0,445.7776387,0.1,0
520,2,119.9417294,0,57.24896415,0.1,0
521,3,553.5016307,0,572.9766146,0.1,0
522,3,162.257628,0,137.2894546,0.1,0
523,3,202.2695399,1,202.1836027,0.08,0
524,2,647.0618814,0,615.8749177,0.1,0
525,1,662.6500491,1,694.95472,0.08,0
526,2,331.4863286,1,360.8037933,0.08,0
527,3,-103.9666772,0,-49.17493409,0.1,0
528,2,567.4020382,0,630.1946537,0.1,0
529,3,225.3304252,0,120.5900529,0.1,0
530,3,158.8172634,1,174.3200655,0.08,0
531,1,392.150067,0,435.7879687,0.1,0
532,2,176.1031031,1,150.8632392,0.08,0
533,2,116.2222334,1,94.71246751,0.08,0
534,2,197.5494702,0,151.6623009,0.1,0
535,2,616.6277067,0,625.0489795,0.1,0
536,2,190.9399453,0,137.4938115,0.1,0
537,1,435.2270533,0,355.4481886,0.1,1
538,1,604.8876372,1,668.9837412,0.08,0
539,3,389.1315781,1,371.0119023,0.08,0
540,1,110.1980604,1,19.38255266,0.08,0
541,3,592.3447755,1,616.9238928,0.08,0
542,3,335.588136,1,287.3494466,0.08,0
543,2,599.9391839,1,634.9752822,0.08,0
544,3,112.5415506,0,177.3270487,0.1,0
545,2,310.3539919,1,276.3697412,0.08,0
546,1,446.2132155,0,474.4316304,0.1,0
547,1,630.4270114,1,735.3666244,0.08,0
548,2,155.7820754,1,243.6357836,0.08,0
549,1,404.1644174,0,469.8838358,0.1,1
550,3,425.0329759,0,437.4947842,0.1,1
551,2,618.8408991,0,584.6696034,0.1,0
552,2,218.9442675,1,210.7218561,0.08,0
553,3,582.4227907,1,558.4617627,0.08,0
554,1,473.4782437,0,474.7898977,0.1,0
555,1,461.5100851,1,514.7724387,0.08,1
556,2,534.6506109,0,529.7720815,0.1,0
557,3,475.2327137,0,497.7368035,0.1,0
558,1,348.3307006,0,343.5997512,0.1,0
559,1,672.9159544,0,636.8192864,0.1,0
560,3,110.2073201,1,178.5131728,0.08,0
561,3,467.7136823,0,480.7880979,0.1,0
562,2,293.916893,1,311.2064346,0.08,1
563,1,342.6182903,0,399.0392209,0.1,0
564,3,511.8037598,1,530.2639841,0.08,1
565,3,394.0556124,1,354.1451398,0.08,0
566,3,56.4050287,1,145.7781608,0.08,0
567,1,674.0459183,1,679.7544679,0.08,0
568,3,246.5147283,1,164.7123875,0.08,0
569,3,413.6858077,0,415.4434824,0.1,0
570,1,591.4291638,1,569.318341,0.08,0
571,2,206.0080116,0,242.1201213,0.1,0
572,1,477.0349922,0,474.7964763,0.1,0
573,2,395.3105451,1,401.3097939,0.08,0
574,2,313.1710602,0,290.3834801,0.1,0
575,1,101.1331996,0,120.8435056,0.1,0
576,3,198.4665061,0,169.5511875,0.1,0
577,1,598.0553131,1,661.1945509,0.08,0
578,2,593.220947,0,559.2015323,0.1,0
579,2,629.030604,0,579.5847692,0.1,0
580,1,642.7539331,1,641.0735515,0.08,0
581,2,359.6642348,0,352.7358448,0.1,0
582,1,430.8497633,0,319.9263033,0.1,0
583,1,383.8478726,1,352.8791519,0.08,0
