age,gender,region,sessions_per_day,past_engagement,device_type,app_version,notification_sent,pop_up_rem,notification_opened,engagement
30,Male,EU,1,12.129769966621696,iOS,2,0,1,1,25.096889545803343
49,Male,EU,1,103.36774482419531,iOS,3,1,1,1,33.82396948823692
56,Female,Asia,1,91.50101286911224,iOS,1,1,1,1,23.24295988438808
49,Male,Asia,3,86.21089171267062,Android,1,0,1,1,34.51617069379479
21,Female,Asia,6,67.57440277669929,Android,2,1,1,0,26.71769534539153
47,Female,US,5,129.626682905048,iOS,2,1,0,1,29.399454795279745
54,Female,US,3,46.15026645874771,iOS,2,0,1,0,24.130834637256157
40,Male,US,3,41.98974570890025,Android,1,0,1,1,26.8090337213576
56,Female,US,4,89.23139037915328,iOS,1,0,0,1,36.955771530181124
32,Male,Asia,2,16.736280384994796,Android,3,1,0,1,28.49177153048661
60,Female,EU,3,61.94861251662604,Android,3,0,0,0,13.953013415673123
46,Male,US,5,42.43010381202505,Android,3,0,0,0,18.14834791111608
53,Female,US,6,58.40176744902885,iOS,2,0,0,1,21.21417179686177
30,Male,US,1,76.00018199555346,Android,2,0,0,0,14.982090917879791
49,Female,EU,4,37.10384463221471,iOS,1,0,1,0,6.488470438945983
24,Female,EU,3,204.53028648231677,Android,2,1,1,1,54.76386950360222
39,Female,Asia,4,74.88029351873259,iOS,3,0,0,0,17.17031693991593
45,Female,Asia,2,53.258008779470195,Android,1,1,0,0,12.981312541063506
19,Male,US,5,153.02448132359183,Android,1,1,1,1,49.106686562659576
59,Male,US,1,62.63445864768067,Android,2,0,1,1,27.08577080737055
23,Male,US,4,23.701276454272584,iOS,2,1,1,1,36.02544061707555
45,Female,US,5,66.69536584065925,Android,3,0,1,0,9.62428875518316
45,Female,Asia,1,22.505897668074713,iOS,2,0,1,0,17.819146479695387
37,Female,EU,1,34.3806447091049,iOS,2,0,1,0,7.731641806888317
47,Female,EU,4,36.48772676186776,Android,1,0,0,1,23.56094235368604
28,Female,EU,1,12.213154433370427,Android,2,0,0,0,8.923805267088879
45,Female,US,4,61.0125519819072,Android,3,1,0,1,35.17959554415038
42,Male,US,3,36.493959745538625,Android,1,0,1,1,23.564662978122676
56,Male,EU,4,72.22810778233341,iOS,2,1,0,0,23.82605051106806
50,Male,EU,5,13.693716149209918,Android,2,0,0,0,21.46267573853299
18,Male,US,4,53.31484509637513,Android,2,0,0,0,23.17445669707441
44,Male,EU,3,29.253709833722464,Android,1,0,0,1,26.1567066836527
30,Male,Asia,5,49.982750817103,Android,2,0,0,1,24.38511027218076
58,Male,EU,6,18.232315479172396,Android,2,1,0,1,35.34218787373652
20,Male,EU,4,67.56999021384605,Android,1,1,1,1,37.57138745327291
56,Female,EU,2,57.100876027908456,Android,2,0,0,0,8.392079432368913
23,Female,EU,1,57.714778493119695,Android,1,0,0,0,26.823758463988952
25,Female,EU,1,27.881506437102928,iOS,1,0,1,0,7.414500345978478
44,Female,Asia,1,20.978033569020738,iOS,3,0,1,1,17.544095124728745
26,Female,US,2,86.53581561935637,iOS,2,1,0,1,27.73115833348766
54,Female,EU,2,15.828067903025548,iOS,2,0,1,0,8.425571491568194
50,Female,US,3,134.7608648579445,iOS,2,0,1,0,29.218048330524585
59,Male,US,5,156.4102247582388,Android,2,1,1,1,44.09127900551005
41,Male,EU,4,42.27495534096975,Android,2,0,0,0,15.340354857897259
32,Female,Asia,2,89.19781983008207,Android,1,0,1,0,15.999401623908305
49,Male,US,4,52.45375630872823,iOS,1,0,1,0,22.135169777805427
49,Male,US,3,52.94627156970298,iOS,3,1,0,1,21.552757178495273
41,Male,US,1,70.41113469741417,Android,1,1,0,0,18.067118186011946
58,Male,EU,2,136.45928340073758,Android,1,1,1,1,35.48442662419542
29,Male,US,1,26.03738840199371,Android,2,0,0,0,7.9694939090387376
56,Female,US,3,86.52172856899078,Android,1,1,1,1,36.09293725815135
19,Male,EU,4,65.16842133866217,Android,2,0,1,1,21.021590324553664
20,Female,US,7,42.463843405109486,Android,3,0,1,1,32.24599760997686
54,Female,EU,4,29.790971020395812,iOS,1,0,1,1,17.5384128831017
34,Female,EU,2,38.75989680139366,iOS,2,0,1,1,31.979749130228427
19,Male,US,2,18.70912468782302,Android,2,1,0,0,18.616339886118862
19,Female,EU,3,22.85375973001092,Android,1,0,0,0,13.831358798609779
45,Female,EU,3,3.9085629650979907,iOS,2,0,1,0,9.56552511525921
40,Female,EU,1,124.21973633161764,iOS,2,0,1,1,26.572379193617387
54,Female,EU,3,20.129025344627387,iOS,2,0,0,0,16.052289064618094
49,Male,US,3,42.85616948345586,Android,2,0,1,0,11.309015539619184
50,Female,Asia,3,94.90146954188894,Android,2,1,1,1,32.718599720008605
18,Female,EU,3,12.421735603312696,iOS,2,0,1,0,13.309205673681392
36,Female,US,3,12.403648049113517,iOS,1,0,1,1,22.72898634743897
19,Female,US,5,29.283910579267392,Android,2,0,0,1,26.869829188459025
43,Male,US,3,49.68786494071898,iOS,2,0,0,0,15.840208397489036
49,Female,US,2,39.40887173665308,Android,3,0,1,0,13.660782850379821
23,Female,EU,4,277.48343126060666,Android,2,1,1,0,57.37965477021663
49,Female,US,3,44.48116673666479,Android,3,0,1,1,24.913756125631107
21,Female,US,1,61.06988772449295,Android,2,0,0,0,21.00239765610472
28,Female,EU,1,36.7460372508934,Android,1,0,1,1,26.654440814106408
34,Female,US,4,38.010028867516056,Android,2,0,1,0,4.442399868606438
55,Male,EU,3,31.20557849871175,iOS,2,0,0,0,5.299381799632288
41,Female,EU,2,177.0312698788085,iOS,1,1,1,1,36.55141875655661
22,Male,US,5,119.70554326299398,Android,2,1,1,1,34.449632733826625
51,Male,EU,7,5.450807386946872,iOS,3,0,0,0,12.513075639173506
23,Female,EU,1,121.28789384989787,Android,3,1,1,0,28.565416840531757
39,Male,US,4,35.43442066178722,iOS,2,1,1,1,24.17808666085388
28,Female,US,2,80.26318389289298,Android,2,0,1,0,10.239531701607728
33,Male,EU,3,10.991529543620622,iOS,1,1,1,1,32.660338866266585
50,Female,Asia,2,20.62176014234368,Android,1,1,0,1,26.703055770562184
26,Male,EU,0,185.4984950636804,Android,2,1,1,1,44.92460704825708
23,Male,US,3,65.67756790222599,Android,2,1,0,0,24.548724499332053
33,Female,EU,4,4.542022234682504,Android,2,0,0,0,13.230104978510973
46,Male,EU,0,263.2117076821214,Android,2,1,1,0,34.44016549160584
20,Male,EU,0,36.20902181342714,Android,2,0,1,0,6.534834185932251
37,Male,EU,1,65.36005257155804,Android,3,0,1,0,21.40899208797453
53,Male,EU,3,62.13188051462285,Android,2,0,1,1,15.626036357099846
36,Male,Asia,1,103.01692045549603,Android,3,1,0,1,37.40542419834289
43,Female,EU,2,28.661442373172875,Android,1,0,1,1,26.436800636893388
20,Male,EU,5,35.999250305920626,iOS,3,1,0,0,33.904017881744124
36,Male,US,3,169.93250324118281,Android,2,1,0,1,42.876514619881625
37,Female,Asia,5,58.99020822377671,Android,2,1,0,1,26.42268673602984
49,Female,Asia,3,30.98914781323505,Android,1,0,1,1,24.405131854905992
24,Female,US,5,41.2923663307705,Android,1,0,1,1,27.16183452959664
58,Male,EU,4,67.46875637883257,Android,1,1,0,1,22.70433765575056
50,Male,US,7,30.22803939181274,Android,2,0,1,1,10.22951572513492
57,Male,EU,2,136.59650640586986,Android,2,1,1,1,41.50954902715893
56,Male,EU,4,31.528529102964708,iOS,2,0,0,0,18.885033420864932
35,Female,US,2,47.83445036617476,Android,2,1,1,1,27.772606822696538
57,Female,Asia,3,41.00521283223299,Android,2,1,1,0,19.68443655312257
18,Male,US,2,43.588916075057284,iOS,3,1,1,1,23.089619261896075
28,Male,EU,1,26.455708177778092,iOS,2,0,1,1,17.897949617636048
45,Male,EU,8,69.5696566378549,iOS,2,1,0,1,24.994182729620494
42,Male,US,2,50.59161239073115,Android,2,1,1,0,19.35033519298674
40,Female,US,1,59.685573901604954,iOS,3,0,0,0,17.03244510962836
48,Female,US,5,151.36368035275981,Android,2,1,1,1,44.48732323891016
47,Male,EU,3,12.25686830577996,iOS,2,0,0,1,18.22698990771973
59,Female,EU,1,29.729407704606082,Android,2,0,1,0,10.853916404929507
52,Male,US,1,96.62331163384108,Android,1,0,1,1,29.80498611931133
24,Male,US,3,45.36797105594124,Android,2,0,1,0,12.785605257636615
33,Female,US,5,56.53129875879504,Android,2,0,1,1,24.166792399912055
43,Male,EU,1,33.81306128024077,iOS,2,0,0,1,13.92508044972379
19,Female,EU,1,28.42165226881563,Android,1,0,1,0,20.735820959175868
18,Male,US,4,27.699836100026943,Android,2,0,0,0,18.677952319772082
29,Female,EU,5,64.51318594824967,Android,3,1,1,1,37.19100735618273
22,Male,US,5,221.63973668286746,Android,1,1,0,0,35.663751494414825
54,Female,Asia,6,125.39872562917341,Android,2,1,0,0,38.74034243916468
49,Male,Asia,4,42.30560031751326,Android,3,1,1,1,31.973839077906625
26,Male,EU,0,6.61947755762837,iOS,1,1,0,1,26.624817361781172
58,Female,Asia,2,112.87792559178965,Android,3,1,0,0,27.31580034038854
52,Male,Asia,3,60.59044509784036,iOS,1,0,1,0,18.517156439846
36,Female,Asia,5,204.24100722429796,Android,3,1,0,0,40.22549230561534
33,Female,EU,1,73.6299299302045,Android,2,0,0,0,15.802117001636113
20,Male,US,4,44.8214113329966,Android,2,0,0,0,20.307287006561324
37,Male,US,3,37.829588295259484,iOS,1,1,0,1,29.991705495184434
41,Male,US,3,16.35812305334646,Android,1,0,0,0,12.146070407889177
50,Male,EU,7,48.41881297082072,Android,3,0,0,0,18.91875092458401
41,Female,US,5,99.30412928666189,iOS,3,1,1,0,26.595860839212015
28,Male,US,1,8.403366410736366,iOS,1,0,1,0,8.420078109623798
25,Male,EU,3,164.19720700873623,Android,2,1,0,1,43.12146342366353
53,Male,US,5,13.487662935899897,Android,1,0,1,1,28.241326316765537
55,Female,EU,5,28.879043554425788,Android,3,1,0,1,18.63658261553869
57,Male,Asia,6,68.30881804667473,Android,3,1,1,0,29.458907523376205
37,Female,EU,2,12.736248928857812,iOS,1,0,0,0,7.298271618828537
52,Male,EU,4,44.791166543846145,iOS,2,0,1,0,19.046374980747128
42,Female,EU,6,58.12902075688959,Android,3,0,1,1,29.498898226664977
52,Male,EU,1,66.33274973620283,iOS,1,1,1,1,26.6200383563375
42,Male,US,1,36.424617248671595,Android,3,1,0,1,27.458552109845915
46,Female,Asia,1,17.6490382598394,Android,1,0,0,0,6.955298626946159
35,Male,US,3,135.63710636947596,Android,1,0,1,0,28.293364539746754
35,Male,US,4,74.33820696929742,Android,1,0,0,0,26.781778117109575
19,Male,EU,2,66.23199690300333,Android,2,0,0,0,14.024751451170102
52,Female,US,2,34.27544227186238,iOS,1,0,0,0,13.570616211990558
33,Male,US,3,86.11235021976549,iOS,1,0,0,1,32.52566419506233
58,Female,US,5,14.98113888405253,Android,2,0,0,1,24.194357187742494
53,Female,US,5,164.47391368767623,Android,2,1,1,1,35.46176760289474
50,Female,US,2,32.63382061823276,Android,3,0,1,0,11.688343774542721
21,Male,US,5,93.5027158015616,Android,2,1,1,1,34.718421559218996
50,Female,EU,1,115.85526196085527,Android,1,1,0,1,35.615607647340646
31,Female,Asia,1,59.209174449935276,Android,1,1,1,0,27.326082127608835
38,Male,US,4,63.66232252579127,Android,2,1,1,1,30.956083548671337
37,Female,Asia,3,50.99391194602596,Android,3,0,1,0,12.535971679606886
25,Female,US,4,109.22833313826983,Android,3,1,1,1,32.39432423479608
24,Male,US,4,32.188447639384954,iOS,2,0,1,0,20.386663191415288
20,Male,US,5,83.004472187779,iOS,2,1,0,1,34.958973794781606
34,Female,EU,0,55.27029405778939,iOS,1,0,1,0,19.649074304568725
50,Male,EU,6,138.38401408193144,Android,2,0,0,0,26.87979708027879
29,Male,EU,3,130.65785319299155,Android,1,0,1,1,25.94064847579825
39,Male,EU,4,33.90170056398883,iOS,3,0,0,0,16.240457500361796
39,Female,EU,1,108.16439468149692,Android,2,1,1,1,37.27468042915125
47,Female,EU,1,72.99909888189148,Android,2,0,1,1,25.097459346159166
55,Male,Asia,3,52.684610486760754,Android,1,0,1,0,28.606654385916762
55,Female,US,6,103.38567186574014,iOS,2,0,0,0,28.793720077713356
25,Male,US,6,89.81961920906113,Android,1,1,0,0,24.5711854883512
44,Male,EU,2,36.6156751524317,iOS,1,0,1,0,16.71646608749287
44,Male,EU,7,19.268923561435287,Android,2,1,0,0,20.4521530836709
51,Male,US,1,23.406920182183168,Android,3,0,1,1,20.61741226794462
38,Male,US,2,29.62979882881409,iOS,2,1,1,1,36.4968167871088
47,Female,EU,4,44.28956605860098,Android,1,0,1,1,24.394784653194918
50,Female,EU,3,67.14551632927842,Android,2,1,1,0,20.641811098521963
45,Female,US,7,55.588160846470984,Android,1,1,0,1,35.97280687076924
50,Female,Asia,2,13.492259383572245,Android,2,0,0,0,13.251558151998413
22,Male,EU,1,39.18492953804967,Android,1,1,0,1,30.520875488485
36,Male,EU,1,170.7512036964112,Android,2,1,0,1,42.320049599716754
21,Female,EU,6,36.66617390222053,iOS,3,0,1,0,11.744415786245353
52,Female,Asia,1,12.123832126899321,Android,2,0,0,0,0.4698085458269663
34,Male,US,1,89.1311844472162,iOS,2,1,1,1,34.26879866073909
45,Male,US,1,76.2158167280207,iOS,3,0,0,0,17.493875545524098
47,Male,EU,3,73.0255494146179,iOS,2,0,1,0,16.00661460414164
46,Female,EU,4,67.09336307679877,iOS,2,0,1,1,25.68975146771732
23,Male,US,2,24.110065612067196,Android,2,0,0,1,29.296738182052486
52,Male,Asia,3,50.88603475115501,Android,1,0,1,1,28.25346632106428
58,Female,EU,4,26.32062142452761,Android,3,0,0,0,14.750080031186174
54,Female,US,3,24.753184620768327,Android,2,0,1,1,22.671284170165038
41,Female,US,3,201.91254636969302,Android,1,1,1,0,28.936742464498707
46,Male,US,2,90.34126306196003,iOS,2,1,1,0,29.58445789016679
48,Male,EU,3,65.71704443064048,Android,1,0,0,0,14.615077981786774
52,Female,Asia,4,46.635639800274674,iOS,1,0,1,1,27.109686950955705
50,Male,EU,3,85.40684113737434,Android,2,1,0,0,25.239165251460904
38,Male,Asia,3,54.80685938708636,Android,2,0,0,0,24.260735392261594
49,Male,Asia,2,87.92070829309472,iOS,2,1,1,1,33.10297504218644
40,Female,EU,4,139.04442030007016,Android,2,1,1,1,47.561188376020624
50,Female,EU,4,71.53923784356257,iOS,2,1,0,1,32.84968773308728
20,Male,EU,2,24.720617517135864,Android,2,1,1,1,31.38524330593861
35,Male,EU,6,113.66670587111687,iOS,2,1,1,0,19.10483094940777
42,Male,US,1,46.15731109019899,Android,1,0,1,0,11.87715171971843
59,Male,EU,3,62.15802262337601,iOS,2,0,1,0,22.532446976018328
48,Female,US,3,40.45460079173738,Android,1,0,1,0,16.20129893112048
20,Female,Asia,4,15.603920875909473,iOS,3,0,0,0,27.137576247884986
57,Male,Asia,4,96.86340558679471,iOS,2,1,1,1,46.878046370313555
41,Male,US,6,124.29456578230351,iOS,3,1,1,1,34.00246411289637
49,Female,US,1,61.28798839143785,Android,1,1,0,1,50.95093737969291
39,Male,EU,4,103.93942596745856,iOS,2,1,0,1,44.321909575257976
40,Female,EU,2,30.99341779798887,iOS,1,0,0,0,18.952162893462777
19,Male,US,4,57.11176638929059,Android,2,0,0,0,7.170072662705021
44,Female,EU,5,27.140899119658197,Android,2,0,1,0,23.21361443494962
59,Male,US,4,70.6620600691343,Android,2,1,1,1,41.54273613260943
19,Male,US,2,67.4089836449734,Android,2,0,0,0,15.935672587584826
43,Female,US,5,55.3097520803298,iOS,2,0,0,1,30.248163386950537
34,Female,US,2,60.870736677700336,iOS,2,0,1,0,10.917742644617002
57,Male,EU,5,32.29956402790706,Android,1,0,0,1,25.736429284137742
50,Male,Asia,1,24.252900711411076,Android,2,1,0,0,25.713491628226354
26,Female,EU,2,74.26905866758518,Android,2,1,0,0,19.290591049349754
60,Female,EU,4,56.170050084161694,Android,2,1,0,1,28.69213523504975
56,Male,US,2,5.5922025459348,Android,1,0,0,1,19.28061891651589
46,Male,EU,3,22.240812533704066,Android,1,0,0,0,12.922372030594769
59,Female,US,1,1.2682613810385983,iOS,3,0,1,1,21.092511913487723
43,Female,EU,4,159.76095675629895,Android,3,1,1,1,41.38718244173612
52,Female,Asia,1,23.813880514960285,iOS,2,1,1,1,38.27705956307444
42,Female,US,2,78.55291501821061,iOS,1,1,0,1,30.63081020558524
41,Female,EU,0,43.04023844536928,Android,2,0,1,1,24.20182892718261
30,Male,US,1,14.9947521528203,iOS,2,1,1,1,20.833966341752742
24,Male,US,3,31.810439442616904,Android,3,0,0,1,17.450554175783314
53,Female,US,4,77.07902909550779,iOS,2,1,0,1,32.06866625726874
37,Male,US,0,35.90894535615313,iOS,3,0,1,0,20.463649749359867
18,Male,US,8,87.89469239751944,Android,2,0,0,0,32.429583676193786
25,Female,US,3,20.839874634021104,Android,2,1,1,1,28.211099223189898
33,Male,EU,3,50.53199501654632,iOS,2,0,0,0,16.908110092426924
31,Male,US,3,69.8446974497482,iOS,2,1,1,1,41.903077070537
29,Male,EU,1,28.137023410981033,Android,1,1,0,0,18.493807403016476
40,Female,Asia,4,48.30928207156154,Android,2,1,0,0,31.10005703883577
32,Female,EU,3,28.076263628302613,iOS,3,1,0,0,17.58567350479958
45,Male,US,3,61.63677060484803,iOS,2,0,0,1,37.4432826455753
51,Male,US,3,23.79477889450362,iOS,1,1,0,1,26.118416152811314
19,Male,Asia,3,39.62644547633269,iOS,3,0,0,0,20.875390530504472
49,Male,EU,2,52.676534579789966,Android,2,0,0,0,26.739379845862576
40,Male,EU,2,49.80612484284373,iOS,2,0,1,0,13.966704944784716
39,Male,US,3,59.062699994773865,Android,1,0,1,1,26.837399375582557
42,Female,EU,3,12.283585840804466,iOS,2,0,1,1,23.19263212896938
39,Male,US,5,96.92044225650577,Android,2,1,0,1,37.23758700570574
39,Male,Asia,1,52.96618096120772,iOS,2,1,1,1,36.142604045844706
59,Female,Asia,1,45.08400440723484,Android,2,0,0,0,16.6267466825306
23,Male,US,3,13.322316064908307,iOS,2,1,0,1,26.87997440404209
